,ID,START_DATE,END_DATE,TIMER_total,SYMBOL,EVALUATION_01,EVALUATION_02,EVALUATION_index,SATISFACTION,TRUST,OUTAGE_q01,OUTAGE_q02,OUTAGE_q03,OUTAGE_01,OUTAGE_02,OUTAGE_03,OUTAGE_long,AREA,CITY,CITY_short,GOV_EVALUATION,GOV_SATISFACTION,GOV_TRUST,GOV_ATTITUDES,INTEREST,GENDER,AGE,EDUCATION,INCOME,HOUSE,IDEOLOGY,IEC_ATTITUDES_first,IEC_ATTITUDES_second,IEC_ATTITUDES_third,IEC_ATTITUDES_fourth,MEKOROT_recognize,IROADS_recognize,EAPC_recognize,NTA_recognize,IEC_symbol_recognize,IEC_work,IEC_work_relative,IEC_work_01,IEC_debt,SYMBOL_not_recognize,TIMER_total_filter,IMC,MISSING,GUESS_filter
279,279,14/12/2015 18:36,14/12/2015 18:40,4,1,4,2,3,1,2,3,1,3,1,0.5,0.666666667,0,SHARON,RAMAT HASHARON,RSR,0,0.166666667,0,0.055555556,0,0,30,1,0.5,0,0.7,EVALUATION_01,TRUST,EVALUATION_02,SATISFACTION,1,1,0,1,0,0,0,0,0,0,0,1,0,0
280,280,14/12/2015 18:30,14/12/2015 18:41,11,1,1,1,1,2,1,3,1,3,1,0.5,0.666666667,0,SHARON,HERZELIA,HZL,0,0,0.166666667,0.055555556,0.5,0,34,0.428571429,0.5,1,0.3,SATISFACTION,EVALUATION_01,EVALUATION_02,TRUST,0,1,0,0,0,0,0,0,0,0,0,0,0,0
281,281,14/12/2015 18:36,14/12/2015 18:43,7,0,2,3,2.5,3,3,3,2,3,1,1,0.833333333,0,SHARON,HOD HASHARON,HDS,0.333333333,0.5,0.333333333,0.388888889,1,0,29,0.714285714,0.75,0,0.7,SATISFACTION,EVALUATION_02,TRUST,EVALUATION_01,0,1,1,0,0,0,0,0,0,0,0,0,0,0
282,282,14/12/2015 18:41,14/12/2015 18:44,3,0,2,2,2,2,2,3,1,3,1,0.5,0.666666667,0,SHARON,RAANANA,RNA,0,0,0,0,0,0,28,0.857142857,0.75,0,0.7,SATISFACTION,EVALUATION_01,EVALUATION_02,TRUST,1,1,0,0,0,0,0,0,0,0,0,1,0,0
283,283,14/12/2015 18:42,14/12/2015 18:46,4,2,1,1,1,1,1,3,2,2,1,1,0.666666667,0,SHARON,RAMAT HASHARON,RSR,0.333333333,0.333333333,0.166666667,0.277777778,0.75,1,46,0.857142857,0.25,1,0.1,EVALUATION_01,SATISFACTION,EVALUATION_02,TRUST,1,1,0,0,1,0,0,0,0,0,0,0,0,0
284,284,14/12/2015 18:49,14/12/2015 18:57,8,2,3,3,3,5,6,3,4,2,1,1,0.833333333,1,SHARON,KFAR SABA,KFS,0.666666667,0.666666667,0.666666667,0.666666667,0.75,0,32,1,0.75,1,0.4,TRUST,EVALUATION_02,SATISFACTION,EVALUATION_01,1,1,0,0,1,0,0,0,0,0,0,0,0,0
285,285,14/12/2015 18:55,14/12/2015 19:01,6,1,3,3,3,3,1,2,4,2,1,1,0.666666667,1,SHARON,RAANANA,RNA,0.666666667,0.666666667,0.666666667,0.666666667,0,1,53,0.857142857,0,1,1,EVALUATION_02,EVALUATION_01,TRUST,SATISFACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,286,14/12/2015 18:57,14/12/2015 19:03,6,2,6,5,5.5,6,5,2,1,1,1,0.5,0.166666667,0,SHARON,KFAR SABA,KFS,0.333333333,0.333333333,0.333333333,0.333333333,0.75,0,37,1,1,1,0.5,TRUST,EVALUATION_02,EVALUATION_01,SATISFACTION,1,1,0,0,1,0,0,0,0,0,0,1,0,0
287,287,14/12/2015 18:56,14/12/2015 19:05,9,0,4,7,5.5,5,6,3,2,2,1,1,0.666666667,0,SHARON,HERZELIA,HZL,0.5,0.5,0.5,0.5,0,1,64,1,0.25,1,0.3,EVALUATION_02,EVALUATION_01,SATISFACTION,TRUST,0,1,0,0,0,0,0,0,0,0,0,1,0,0
288,288,14/12/2015 19:00,14/12/2015 19:06,6,0,5,6,5.5,6,6,3,3,3,1,1,0.833333333,1,SHARON,HERZELIA,HZL,0.666666667,0.5,0.5,0.555555556,0.75,1,27,0.428571429,0.5,0,0.5,SATISFACTION,TRUST,EVALUATION_01,EVALUATION_02,1,0,0,0,0,0,0,0,0,0,0,1,0,0
289,289,14/12/2015 19:02,14/12/2015 19:08,6,1,8,6,7,6,5,2,1,2,1,0.5,0.333333333,0,OTHER,OTHER,OTHER,0.166666667,0.166666667,0.166666667,0.166666667,0.75,1,25,0.714285714,0,0,0.6,EVALUATION_01,EVALUATION_02,TRUST,SATISFACTION,0,1,0,0,0,0,0,0,0,0,0,0,0,0
290,290,14/12/2015 19:04,14/12/2015 19:08,4,0,5,5,5,5,5,2,1,2,1,0.5,0.333333333,0,SHARON,RAANANA,RNA,0.333333333,0.5,0.333333333,0.388888889,0.75,0,51,1,1,1,0.8,EVALUATION_01,EVALUATION_02,SATISFACTION,TRUST,0,1,0,0,0,0,0,0,0,0,0,1,0,0
291,291,14/12/2015 18:59,14/12/2015 19:10,11,1,7,5,6,7,6,3,3,2,1,1,0.666666667,1,SHARON,HOD HASHARON,HDS,0.5,0.666666667,0.666666667,0.611111111,0.75,1,19,0.428571429,0,0,0.7,EVALUATION_01,TRUST,EVALUATION_02,SATISFACTION,0,0,0,0,0,0,0,0,1,0,0,0,0,0
292,292,14/12/2015 19:09,14/12/2015 19:11,2,2,5,5,5,3,4,2,1,2,1,0.5,0.333333333,0,SHARON,RAANANA,RNA,0.166666667,0.333333333,0.333333333,0.277777778,0.75,0,51,1,1,1,0.4,SATISFACTION,TRUST,EVALUATION_02,EVALUATION_01,0,1,0,0,1,0,0,0,0,0,1,1,0,0
293,293,14/12/2015 19:08,14/12/2015 19:13,5,0,3,3,3,2,2,3,2,3,1,1,0.833333333,0,SHARON,HERZELIA,HZL,0.166666667,0.166666667,0.166666667,0.166666667,1,0,33,0.857142857,0,0,0.3,EVALUATION_01,SATISFACTION,TRUST,EVALUATION_02,0,1,0,0,0,0,0,0,0,0,0,0,0,0
294,294,14/12/2015 19:17,14/12/2015 19:22,5,1,3,6,4.5,7,1,1,0,2,0,0,0.166666667,0,OTHER,PETACH TIKVA,OTHER,0,0.166666667,0.166666667,0.111111111,0,0,32,1,0,0,0.5,EVALUATION_02,SATISFACTION,TRUST,EVALUATION_01,0,0,0,0,0,0,0,0,0,0,0,1,0,0
295,295,14/12/2015 19:19,14/12/2015 19:25,6,2,2,3,2.5,4,3,2,5,2,1,1,0.666666667,1,OTHER,PARDES HANA,OTHER,0.333333333,0.166666667,0.333333333,0.277777778,0.75,1,32,0.857142857,0.25,0,0.2,TRUST,SATISFACTION,EVALUATION_02,EVALUATION_01,0,1,0,0,1,0,0,0,0,0,0,0,0,0
296,296,14/12/2015 19:20,14/12/2015 19:25,5,2,2,4,3,2,4,3,4,2,1,1,0.833333333,1,SHARON,KFAR SABA,KFS,0.333333333,0.166666667,0.5,0.333333333,1,0,31,1,0.5,0,0.7,TRUST,SATISFACTION,EVALUATION_01,EVALUATION_02,1,1,0,0,1,0,0,0,0,0,0,0,0,0
297,297,14/12/2015 18:53,14/12/2015 19:31,38,0,4,3,3.5,4,5,2,1,2,1,0.5,0.333333333,0,SHARON,HOD HASHARON,HDS,0,0,0.333333333,0.111111111,0,1,20,0.428571429,0.5,0,0.1,SATISFACTION,EVALUATION_02,TRUST,EVALUATION_01,0,1,0,0,0,0,0,0,0,0,1,0,0,0
298,298,14/12/2015 19:30,14/12/2015 19:37,7,1,4,4,4,5,4,3,1,3,1,0.5,0.666666667,0,SHARON,KFAR SABA,KFS,0.666666667,0.666666667,0.666666667,0.666666667,0.75,0,43,0.857142857,0.5,1,0,EVALUATION_01,TRUST,SATISFACTION,EVALUATION_02,1,0,0,0,0,0,0,0,0,0,0,0,0,0
299,299,14/12/2015 19:37,14/12/2015 19:41,4,1,4,6,5,3,3,3,5,3,1,1,1,1,SHARON,HOD HASHARON,HDS,0.333333333,0.333333333,0.333333333,0.333333333,0.75,1,25,0.714285714,0.25,0,0.6,TRUST,SATISFACTION,EVALUATION_01,EVALUATION_02,1,1,0,1,0,0,0,0,0,0,0,1,0,0
300,300,14/12/2015 19:38,14/12/2015 19:45,7,0,1,2,1.5,1,1,3,4,3,1,1,1,1,SHARON,RAANANA,RNA,0.166666667,0.166666667,0,0.111111111,0.75,1,61,0.857142857,0,1,0.1,TRUST,EVALUATION_02,SATISFACTION,EVALUATION_01,0,0,1,0,0,0,0,0,0,0,0,0,0,0
301,301,14/12/2015 19:42,14/12/2015 19:48,6,2,6,5,5.5,6,6,2,5,2,1,1,0.666666667,1,SHARON,RAANANA,RNA,0.666666667,0.666666667,0.666666667,0.666666667,0.75,0,58,0.857142857,0.75,1,0.7,EVALUATION_01,EVALUATION_02,TRUST,SATISFACTION,1,0,0,0,1,0,0,0,0,0,0,0,0,0
302,302,14/12/2015 19:44,14/12/2015 19:50,6,1,3,4,3.5,4,4,3,4,3,1,1,1,1,SHARON,HERZELIA,HZL,0.5,0.5,0.5,0.5,0.75,0,48,0.571428571,0.25,1,0.5,EVALUATION_02,TRUST,SATISFACTION,EVALUATION_01,0,0,0,0,0,0,0,0,0,0,0,1,0,0
303,303,14/12/2015 19:51,14/12/2015 19:54,3,2,3,1,2,4,5,3,1,3,1,0.5,0.666666667,0,SHARON,HOD HASHARON,HDS,0,0,0,0,1,0,22,0.428571429,0,0,0.5,SATISFACTION,EVALUATION_01,EVALUATION_02,TRUST,0,1,0,0,1,0,0,0,0,0,0,1,0,0
304,304,14/12/2015 19:51,14/12/2015 19:54,3,1,3,4,3.5,4,4,2,4,3,1,1,0.833333333,1,SHARON,HERZELIA,HZL,0.5,0.5,0.5,0.5,0.75,0,48,0.571428571,0.25,1,0.5,SATISFACTION,TRUST,EVALUATION_01,EVALUATION_02,0,0,0,0,0,0,0,0,0,0,0,1,0,0
305,305,14/12/2015 19:54,14/12/2015 20:00,6,2,7,8,7.5,8,8,3,1,2,1,0.5,0.5,0,SHARON,HOD HASHARON,HDS,0.333333333,0.333333333,0.333333333,0.333333333,0,1,52,0.857142857,0.5,1,0.5,TRUST,EVALUATION_02,SATISFACTION,EVALUATION_01,0,1,0,0,1,0,0,0,0,0,0,0,0,0
306,306,14/12/2015 19:53,14/12/2015 20:01,8,0,2,4,3,4,4,3,3,3,1,1,0.833333333,1,SHARON,KFAR SABA,KFS,0.166666667,0.166666667,0.166666667,0.166666667,0.75,1,53,0.857142857,0.5,1,0.4,EVALUATION_02,EVALUATION_01,SATISFACTION,TRUST,1,1,0,0,0,0,0,0,0,0,0,0,0,0
307,307,14/12/2015 20:05,14/12/2015 20:10,5,0,1,2,1.5,1,1,3,1,3,1,0.5,0.666666667,0,SHARON,KFAR SABA,KFS,0,0,0,0,1,0,59,0.571428571,0.25,1,0.7,SATISFACTION,TRUST,EVALUATION_01,EVALUATION_02,1,1,0,0,0,0,0,0,0,0,0,0,0,0
308,308,14/12/2015 20:08,14/12/2015 20:13,5,1,10,10,10,9,9,2,2,2,1,1,0.5,0,OTHER,OTHER,OTHER,0.333333333,0.333333333,0.333333333,0.333333333,1,1,52,1,0.75,1,0.5,SATISFACTION,TRUST,EVALUATION_02,EVALUATION_01,1,0,0,0,0,0,0,0,0,0,0,1,0,0
309,309,14/12/2015 20:08,14/12/2015 20:13,5,2,6,6,6,6,6,2,1,2,1,0.5,0.333333333,0,OTHER,PETACH TIKVA,OTHER,0,0,0,0,0.25,1,25,0.428571429,0,0,0.2,EVALUATION_01,SATISFACTION,TRUST,EVALUATION_02,1,1,0,0,1,0,0,0,0,0,0,1,0,0
310,310,14/12/2015 20:08,14/12/2015 20:15,7,2,7,7,7,7,7,1,0,1,0,0,0,0,OTHER,OTHER,OTHER,0.5,0.5,0.666666667,0.555555556,0.75,1,31,1,0.75,0,0.1,TRUST,EVALUATION_01,SATISFACTION,EVALUATION_02,1,1,0,0,1,0,0,0,0,0,0,0,0,0
311,311,14/12/2015 20:14,14/12/2015 20:16,2,1,1,1,1,1,1,3,4,3,1,1,1,1,SHARON,KFAR SABA,KFS,0.333333333,0.333333333,0.333333333,0.333333333,1,0,40,0.857142857,1,1,0.7,EVALUATION_01,TRUST,SATISFACTION,EVALUATION_02,1,1,0,0,0,0,0,0,0,0,1,0,0,0
312,312,14/12/2015 20:17,14/12/2015 20:22,5,0,7,7,7,7,7,1,0,3,0,0,0.333333333,0,SHARON,HERZELIA,HZL,0.666666667,0.666666667,0.666666667,0.666666667,0.75,0,35,1,0,0,0.4,EVALUATION_01,EVALUATION_02,SATISFACTION,TRUST,1,0,1,0,0,0,0,0,0,0,0,0,0,0
313,313,14/12/2015 20:18,14/12/2015 20:26,8,0,5,5,5,5,6,3,4,3,1,1,1,1,SHARON,KFAR SABA,KFS,0.666666667,0.666666667,0.666666667,0.666666667,0.25,1,34,0.428571429,0,0,0,TRUST,EVALUATION_01,SATISFACTION,EVALUATION_02,0,1,0,0,0,0,0,0,0,0,0,0,0,0
314,314,14/12/2015 18:46,14/12/2015 20:29,103,1,2,4,3,4,4,2,1,3,1,0.5,0.5,0,SHARON,KFAR SABA,KFS,0.666666667,0.666666667,0.5,0.611111111,0.5,0,39,0.285714286,0.25,0,0.6,TRUST,SATISFACTION,EVALUATION_02,EVALUATION_01,0,0,0,1,0,0,0,0,0,0,1,1,0,0
315,315,14/12/2015 20:36,14/12/2015 20:40,4,2,4,6,5,5,5,2,3,2,1,1,0.5,1,SHARON,KFAR SABA,KFS,0.5,0.5,0.5,0.5,0,1,31,1,0.75,1,0.4,TRUST,SATISFACTION,EVALUATION_01,EVALUATION_02,0,1,0,0,1,0,0,0,0,0,0,0,0,0
316,316,14/12/2015 20:34,14/12/2015 20:43,9,1,8,6,7,7,6,3,1,1,1,0.5,0.333333333,0,SHARON,HERZELIA,HZL,0.333333333,0.333333333,0.333333333,0.333333333,0.75,1,32,0.428571429,0.5,0,0.5,TRUST,EVALUATION_02,EVALUATION_01,SATISFACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,317,14/12/2015 20:44,14/12/2015 20:55,11,0,6,5,5.5,6,5,3,1,1,1,0.5,0.333333333,0,SHARON,HERZELIA,HZL,0.666666667,0.666666667,0.666666667,0.666666667,0.75,1,32,0.428571429,0.5,0,0.5,EVALUATION_02,TRUST,SATISFACTION,EVALUATION_01,1,1,0,0,0,0,0,0,0,0,0,0,0,0
318,318,14/12/2015 20:55,14/12/2015 21:05,10,2,6,7,6.5,6,7,3,1,2,1,0.5,0.5,0,SHARON,HOD HASHARON,HDS,0.333333333,0.333333333,0.333333333,0.333333333,0,1,36,0.857142857,0.75,1,0.2,EVALUATION_01,EVALUATION_02,TRUST,SATISFACTION,1,1,0,0,1,0,0,0,0,0,0,1,0,0
319,319,14/12/2015 21:00,14/12/2015 21:07,7,1,2,4,3,2,2,3,5,3,1,1,1,1,SHARON,KFAR SABA,KFS,0.166666667,0.333333333,0.666666667,0.388888889,1,0,29,0.571428571,0,0,0.6,EVALUATION_02,SATISFACTION,EVALUATION_01,TRUST,1,1,0,0,0,0,0,0,0,0,0,0,0,0
320,320,14/12/2015 21:11,14/12/2015 21:12,1,2,8,10,9,2,9,2,1,2,1,0.5,0.333333333,0,SHARON,RAANANA,RNA,0.833333333,0.666666667,0.5,0.666666667,1,1,18,0.428571429,0,0,1,EVALUATION_02,EVALUATION_01,SATISFACTION,TRUST,0,0,0,0,1,0,0,0,0,0,1,1,0,0
321,321,14/12/2015 21:07,14/12/2015 21:13,6,0,2,6,4,4,2,3,5,3,1,1,1,1,SHARON,KFAR SABA,KFS,0.333333333,0.5,0.666666667,0.5,1,0,29,0.571428571,0,0,0.6,EVALUATION_02,SATISFACTION,TRUST,EVALUATION_01,1,1,1,0,0,0,0,0,0,0,0,0,0,0
322,322,14/12/2015 21:14,14/12/2015 21:17,3,1,6,7,6.5,7,7,1,0,1,0,0,0,0,SHFELA,MODIIN,MDN,0.333333333,0.333333333,0.333333333,0.333333333,0.5,1,33,0.857142857,0.5,1,0.5,EVALUATION_02,EVALUATION_01,TRUST,SATISFACTION,0,0,0,0,0,0,0,0,0,0,0,1,0,0
323,323,14/12/2015 21:14,14/12/2015 21:19,5,1,6,10,8,10,8,2,0,1,0,0,0,0,SHFELA,RISHON LEZION,RLZ,0.833333333,1,0.666666667,0.833333333,0,0,19,0.428571429,0.75,0,0.7,EVALUATION_02,EVALUATION_01,SATISFACTION,TRUST,0,0,0,0,0,0,0,0,0,0,0,1,0,0
324,324,14/12/2015 21:16,14/12/2015 21:20,4,0,9,7,8,9,8,3,1,3,1,0.5,0.666666667,0,SHFELA,NES TZIONA,NTZ,0.833333333,0.666666667,0.666666667,0.722222222,0.75,0,22,0.428571429,0,0,0.8,TRUST,EVALUATION_02,SATISFACTION,EVALUATION_01,1,1,0,0,0,0,0,0,0,0,0,1,0,0
325,325,14/12/2015 21:15,14/12/2015 21:21,6,2,5,4,4.5,4,3,3,1,3,1,0.5,0.666666667,0,SHFELA,RISHON LEZION,RLZ,0.333333333,0.333333333,0.333333333,0.333333333,1,0,33,1,0.5,1,0.7,TRUST,EVALUATION_02,SATISFACTION,EVALUATION_01,1,1,0,0,1,0,0,0,0,0,0,0,0,1
326,326,14/12/2015 21:18,14/12/2015 21:22,4,0,9,9,9,9,9,1,0,2,0,0,0.166666667,0,SHFELA,MODIIN,MDN,0.333333333,0.333333333,0.333333333,0.333333333,0.75,0,62,0.857142857,0.75,1,0.8,EVALUATION_02,TRUST,SATISFACTION,EVALUATION_01,1,0,0,0,0,0,0,0,0,0,0,0,0,0
327,327,14/12/2015 21:18,14/12/2015 21:24,6,2,6,6,6,6,6,2,1,2,1,0.5,0.333333333,0,SHFELA,RISHON LEZION,RLZ,0.333333333,0.333333333,0.333333333,0.333333333,0,0,30,0.428571429,0.5,0,0.5,SATISFACTION,EVALUATION_01,TRUST,EVALUATION_02,1,0,0,0,1,0,0,0,0,0,0,1,0,0
328,328,14/12/2015 21:19,14/12/2015 21:24,5,2,8,7,7.5,8,8,2,1,1,1,0.5,0.166666667,0,SHFELA,RISHON LEZION,RLZ,0.666666667,0.666666667,0.666666667,0.666666667,1,0,19,0.714285714,0,0,0.6,EVALUATION_02,EVALUATION_01,SATISFACTION,TRUST,1,1,0,0,1,0,0,0,0,0,0,0,0,0
329,329,14/12/2015 21:20,14/12/2015 21:24,4,2,4,5,4.5,4,4,3,1,3,1,0.5,0.666666667,0,SHFELA,RISHON LEZION,RLZ,0.166666667,0.333333333,0.333333333,0.277777778,0.75,0,26,0.428571429,0.25,0,0.2,EVALUATION_02,TRUST,EVALUATION_01,SATISFACTION,0,1,0,0,1,0,0,0,0,0,0,0,0,0
330,330,14/12/2015 21:19,14/12/2015 21:25,6,0,3,3,3,3,4,3,4,3,1,1,1,1,SHFELA,NES TZIONA,NTZ,0.5,0.333333333,0.5,0.444444444,0.75,0,48,0.571428571,0,1,0.6,EVALUATION_02,TRUST,SATISFACTION,EVALUATION_01,0,1,0,0,0,0,0,0,0,0,0,0,0,0
331,331,14/12/2015 21:19,14/12/2015 21:25,6,0,7,9,8,7,8,3,1,3,1,0.5,0.666666667,0,SHFELA,RISHON LEZION,RLZ,0,0.166666667,0,0.055555556,0,0,26,0.857142857,0.75,0,0.4,EVALUATION_01,TRUST,EVALUATION_02,SATISFACTION,0,1,0,0,0,0,0,0,0,0,0,1,0,0
332,332,14/12/2015 21:19,14/12/2015 21:25,6,2,1,7,4,5,2,2,2,3,1,1,0.666666667,0,SHFELA,RISHON LEZION,RLZ,0,0,0.166666667,0.055555556,0.75,1,19,0.428571429,0.5,0,0.4,EVALUATION_02,TRUST,SATISFACTION,EVALUATION_01,0,0,0,0,1,0,1,1,0,0,0,0,0,0
333,333,14/12/2015 21:19,14/12/2015 21:26,7,1,7,8,7.5,9,9,1,0,1,0,0,0,0,SHFELA,RISHON LEZION,RLZ,0.333333333,0.333333333,0.166666667,0.277777778,0.5,0,38,0.428571429,0.5,0,0.5,TRUST,SATISFACTION,EVALUATION_01,EVALUATION_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,334,14/12/2015 21:21,14/12/2015 21:26,5,2,6,5,5.5,6,6,2,1,2,1,0.5,0.333333333,0,OTHER,BEER YAAKOV,OTHER,0,0,0,0,1,0,33,0.428571429,0.5,1,0.6,EVALUATION_02,TRUST,SATISFACTION,EVALUATION_01,1,0,0,0,1,0,1,1,0,0,0,1,0,0
335,335,14/12/2015 21:18,14/12/2015 21:26,8,1,7,6,6.5,7,7,3,1,3,1,0.5,0.666666667,0,SHFELA,RISHON LEZION,RLZ,0.333333333,0.333333333,0,0.222222222,0.75,1,34,0.428571429,0.75,1,0.3,TRUST,EVALUATION_01,SATISFACTION,EVALUATION_02,1,1,0,0,0,0,0,0,0,0,0,0,0,0
336,336,14/12/2015 21:22,14/12/2015 21:26,4,0,4,5,4.5,7,4,2,3,3,1,1,0.666666667,1,OTHER,JERUSALEM,OTHER,0.5,0.333333333,0.5,0.444444444,0.75,NA,41,1,0.75,0,0.3,EVALUATION_02,EVALUATION_01,TRUST,SATISFACTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,337,14/12/2015 21:22,14/12/2015 21:26,4,2,8,7,7.5,7,2,2,1,2,1,0.5,0.333333333,0,SHARON,HOD HASHARON,HDS,0,0,0,0,0.5,1,29,0.857142857,0.75,0,0.8,EVALUATION_01,SATISFACTION,EVALUATION_02,TRUST,0,1,0,0,1,0,0,0,0,0,0,0,0,0
338,338,14/12/2015 21:19,14/12/2015 21:27,8,0,5,7,6,8,7,1,0,2,0,0,0.166666667,0,SHFELA,RISHON LEZION,RLZ,0.666666667,0.666666667,0.5,0.611111111,0.75,1,54,1,0.75,1,0.6,TRUST,EVALUATION_02,EVALUATION_01,SATISFACTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,339,14/12/2015 21:24,14/12/2015 21:27,3,1,5,4,4.5,4,6,1,0,1,0,0,0,0,SHFELA,MODIIN,MDN,0.166666667,0.333333333,0.333333333,0.277777778,0,0,20,0.428571429,0.75,0,0.6,EVALUATION_02,SATISFACTION,EVALUATION_01,TRUST,0,1,0,1,0,0,0,0,0,0,0,0,0,0
340,340,14/12/2015 21:21,14/12/2015 21:27,6,1,4,6,5,5,5,2,1,2,1,0.5,0.333333333,0,SHFELA,RISHON LEZION,RLZ,0.333333333,0.166666667,0.166666667,0.222222222,0,0,47,0.571428571,0.5,1,0.7,SATISFACTION,EVALUATION_01,EVALUATION_02,TRUST,1,1,0,0,0,0,0,0,0,0,0,0,0,0
341,341,14/12/2015 21:21,14/12/2015 21:28,7,0,9,10,9.5,10,10,2,1,1,1,0.5,0.166666667,0,SHFELA,RISHON LEZION,RLZ,0.166666667,0,0.333333333,0.166666667,1,1,54,0.285714286,0.5,1,0.2,EVALUATION_02,TRUST,EVALUATION_01,SATISFACTION,1,0,0,0,0,0,0,0,0,0,0,1,0,0
342,342,14/12/2015 21:18,14/12/2015 21:28,10,1,5,8,6.5,5,5,2,1,2,1,0.5,0.333333333,0,SHFELA,MODIIN,MDN,0.5,0.5,0.5,0.5,0,1,43,0.428571429,0.5,1,0.5,EVALUATION_02,SATISFACTION,EVALUATION_01,TRUST,0,0,0,0,0,0,0,0,0,0,0,1,0,0
343,343,14/12/2015 21:20,14/12/2015 21:28,8,1,9,5,7,5,2,1,0,3,0,0,0.333333333,0,SHFELA,MODIIN,MDN,0.5,0.5,0.5,0.5,1,0,47,0.857142857,0.75,1,0.8,TRUST,SATISFACTION,EVALUATION_02,EVALUATION_01,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344,344,14/12/2015 21:24,14/12/2015 21:28,4,2,8,8,8,8,8,1,0,1,0,0,0,0,SHFELA,RISHON LEZION,RLZ,0.5,0.5,0.5,0.5,0,0,45,0.571428571,0.75,1,0.5,SATISFACTION,EVALUATION_02,EVALUATION_01,TRUST,1,0,0,0,1,1,0,1,0,0,0,1,0,0
345,345,14/12/2015 21:24,14/12/2015 21:29,5,1,3,3,3,3,5,2,1,2,1,0.5,0.333333333,0,SHFELA,NES TZIONA,NTZ,0.166666667,0.166666667,0.333333333,0.222222222,1,0,39,0.857142857,1,1,0.2,TRUST,EVALUATION_01,SATISFACTION,EVALUATION_02,1,1,0,0,0,0,0,0,0,0,0,0,0,0
346,346,14/12/2015 21:23,14/12/2015 21:30,7,0,3,4,3.5,4,3,2,1,3,1,0.5,0.5,0,SHFELA,NES TZIONA,NTZ,0.5,0.5,0.333333333,0.444444444,0.75,1,24,0.857142857,0.25,0,0.8,TRUST,SATISFACTION,EVALUATION_02,EVALUATION_01,0,1,0,0,0,0,0,0,0,0,0,0,0,0
347,347,14/12/2015 21:22,14/12/2015 21:30,8,1,6,5,5.5,5,4,2,1,2,1,0.5,0.333333333,0,SHFELA,MODIIN,MDN,0.166666667,0.166666667,0.166666667,0.166666667,1,1,55,0.857142857,0,1,0.2,SATISFACTION,EVALUATION_02,TRUST,EVALUATION_01,0,1,0,0,0,0,0,0,0,0,0,0,0,0
348,348,14/12/2015 21:26,14/12/2015 21:30,4,0,3,3,3,4,3,2,3,2,1,1,0.5,1,SHFELA,NES TZIONA,NTZ,0.5,0.5,0.5,0.5,0.75,1,47,0.428571429,0,1,0.8,EVALUATION_01,SATISFACTION,TRUST,EVALUATION_02,1,0,1,0,0,0,0,0,0,0,0,0,0,0
349,349,14/12/2015 21:23,14/12/2015 21:30,7,2,8,7,7.5,7,7,3,1,2,1,0.5,0.5,0,SHFELA,RISHON LEZION,RLZ,0.166666667,0.333333333,0.333333333,0.277777778,0,0,44,0.428571429,0,1,0.5,SATISFACTION,EVALUATION_02,EVALUATION_01,TRUST,1,1,0,0,1,0,0,0,0,0,0,1,0,0
350,350,14/12/2015 21:19,14/12/2015 21:31,12,1,7,6,6.5,6,5,3,1,3,1,0.5,0.666666667,0,SHFELA,RISHON LEZION,RLZ,0.5,0.5,0.5,0.5,0,0,40,1,0.75,1,0.5,SATISFACTION,TRUST,EVALUATION_01,EVALUATION_02,1,1,0,1,0,0,0,0,0,0,0,0,0,0
351,351,14/12/2015 21:24,14/12/2015 21:31,7,1,1,1,1,1,1,2,2,2,1,1,0.5,0,SHFELA,MODIIN,MDN,0,0,0,0,1,1,49,1,0.75,1,0.6,EVALUATION_02,EVALUATION_01,TRUST,SATISFACTION,1,0,0,0,0,0,1,1,0,0,0,0,0,0
352,352,14/12/2015 21:22,14/12/2015 21:31,9,2,7,8,7.5,8,8,2,1,1,1,0.5,0.166666667,0,SHFELA,RISHON LEZION,RLZ,0.5,0.5,0.5,0.5,0.75,1,50,0.428571429,0.5,1,0.7,TRUST,EVALUATION_02,SATISFACTION,EVALUATION_01,1,1,0,0,1,0,1,1,0,0,0,1,0,0
353,353,14/12/2015 21:25,14/12/2015 21:31,6,2,7,6,6.5,6,6,2,1,2,1,0.5,0.333333333,0,SHFELA,RISHON LEZION,RLZ,0.5,0.333333333,0.333333333,0.388888889,0.75,0,28,0.428571429,0.25,0,0.2,TRUST,SATISFACTION,EVALUATION_01,EVALUATION_02,1,1,0,0,1,0,0,0,0,0,0,0,0,0
354,354,14/12/2015 21:26,14/12/2015 21:31,5,1,10,10,10,10,10,1,0,1,0,0,0,0,SHFELA,RISHON LEZION,RLZ,0.833333333,0.833333333,0.833333333,0.833333333,0.75,1,21,0.428571429,0,0,0,TRUST,SATISFACTION,EVALUATION_02,EVALUATION_01,1,0,0,0,0,0,0,0,0,0,0,1,0,0
